doid	name	type
DOID:7960	malignant Eccrine Spiradenoma	exact-synonym
DOID:7960	malignant eccrine spiradenoma (morphologic abnormality)	exact-synonym
DOID:0060147	semantic agnosia	name
DOID:2510	Kluver-Bucy syndrome	name
DOID:2510	Klver-Bucy syndrome	exact-synonym
DOID:0060058	lymphoma	name
DOID:0060058	lymphoid cancer	exact-synonym
DOID:13999	contact blepharoconjunctivitis	name
DOID:13999	Contact blepharoconjunctivitis (disorder)	exact-synonym
DOID:3457	invasive lobular carcinoma	name
DOID:3457	Lobular carcinoma (morphologic abnormality)	exact-synonym
DOID:3457	Lobular carcinoma NOS (morphologic abnormality)	exact-synonym
DOID:3457	Lobular carcinoma of breast (disorder)	exact-synonym
DOID:3457	Lobular carcinoma of the breast	exact-synonym
DOID:0060148	simultanagnosia	name
DOID:11997	spermatocele	name
DOID:11997	Spermatocele (disorder)	exact-synonym
DOID:8081	myxomatous pattern testicular yolk sac tumor	name
DOID:3458	breast adenocarcinoma	name
DOID:3458	adenocarcinoma of breast	related-synonym
DOID:3458	Mammary adenocarcinoma	exact-synonym
DOID:582	hemoglobinuria	name
DOID:2516	intracranial cavernous angioma	name
DOID:2516	intracranial Cavernoma	exact-synonym
DOID:0060146	phonagnosia	name
DOID:3320	Tay-Sachs disease	name
DOID:3320	disease, Tay-Sachs	exact-synonym
DOID:3320	hexosaminidase A deficiency	exact-synonym
DOID:3320	Tay-Sachs disease (disorder)	exact-synonym
DOID:4073	pancreatic cystadenocarcinoma	name
DOID:4073	cystadenocarcinoma of pancreas (disorder)	exact-synonym
DOID:3456	cervix erosion	name
DOID:3456	Erosion of cervix	exact-synonym
DOID:3456	Erosion of cervix	exact-synonym
DOID:3456	Erosion of cervix (disorder)	exact-synonym
DOID:0080031	fibrous dysplasia	name
DOID:2848	melancholia	name
DOID:0050473	Alstrom syndrome	name
DOID:5392	acidophil adenoma	name
DOID:5392	Eosinophil adenoma	exact-synonym
DOID:865	vasculitis	name
DOID:865	Angiitis	exact-synonym
DOID:3860	cerebellar vermis medulloblastoma	name
DOID:3860	Vermis Medulloblastoma	exact-synonym
DOID:0050470	Donohue Syndrome	name
DOID:0050470	Leprechaunism	exact-synonym
DOID:2879	nodular degeneration of cornea	name
DOID:2879	nodular degeneration of cornea (disorder)	exact-synonym
DOID:2047	hepatitis D	name
DOID:2047	delta hepatitis	exact-synonym
DOID:0050477	Liddle syndrome	name
DOID:0050477	Liddle's syndrome	exact-synonym
DOID:0050477	Pseudoaldosteronism	exact-synonym
DOID:11843	coronary artery anomaly	name
DOID:11843	Congenital anomaly of coronary artery (disorder)	exact-synonym
DOID:11843	Coronary artery abnormality (disorder)	exact-synonym
DOID:11843	Coronary artery abnormality [Ambiguous]	exact-synonym
DOID:11843	Coronary artery anomaly NOS (disorder)	exact-synonym
DOID:11843	Coronary artery anomaly, congenital	exact-synonym
DOID:8433	thyroid malformation	name
DOID:3855	seminal vesicle tumor	name
DOID:3855	Seminal Vesicle neoplasm	exact-synonym
DOID:3855	tumor of seminal vesicle (disorder)	exact-synonym
DOID:0050469	Costello syndrome	name
DOID:0050469	Faciocutaneoskeletal Syndrome	exact-synonym
DOID:0050469	FCS SYNDROME	exact-synonym
DOID:5507	clear cell ependymoma	name
DOID:3856	male reproductive organ cancer	name
DOID:3856	male genital cancer	exact-synonym
DOID:3856	male genital neoplasm	related-synonym
DOID:3856	male reproductive system neoplasm	exact-synonym
DOID:3856	malignant neoplasm of male genital organ or tract	exact-synonym
DOID:3856	malignant neoplasm of male genital organ, NOS	exact-synonym
DOID:3856	malignant neoplasm of male genital organ, site unspecified	exact-synonym
DOID:3856	malignant neoplasm of male genital organ, unspecified (disorder)	exact-synonym
DOID:3856	malignant neoplasm of male genital organs (disorder)	exact-synonym
DOID:3856	malignant tumor of male genital organ	exact-synonym
DOID:3856	malignant tumor of male genital organ (disorder)	exact-synonym
DOID:3856	malignant tumor of male Reproductive system	exact-synonym
DOID:3856	neoplasm of male genital organ	exact-synonym
DOID:3856	tumor of male Reproductive system	exact-synonym
DOID:0060295	complement component 2 deficiency	name
DOID:11847	coronary thrombosis	name
DOID:11847	Coronary artery thrombosis (disorder)	exact-synonym
DOID:14671	multiple intestinal atresia	name
DOID:14671	Multiple gastrointestinal atresias (disorder)	exact-synonym
DOID:9201	lichen planus	name
DOID:9201	Lichen Planus	exact-synonym
DOID:9201	Lichen planus (disorder)	exact-synonym
DOID:9201	Lichen planus NOS (disorder)	exact-synonym
DOID:9201	lichen ruber planus	exact-synonym
DOID:9201	Lichen, ruber planus	exact-synonym
DOID:9720	vitreous disease	name
DOID:10132	psychosexual disorder	name
DOID:0050471	Carney complex	name
DOID:0050471	Carney Complex, Type 1	exact-synonym
DOID:0050471	Carney Complex, Type 2	exact-synonym
DOID:0050471	Carney Syndrome	exact-synonym
DOID:0050471	LAMB Syndrome	exact-synonym
DOID:0050471	NAME Syndrome	exact-synonym
DOID:9423	blepharitis	name
DOID:9423	Infective dermatitis of eyelid of types resulting in deformity	exact-synonym
DOID:9423	Infective eyelid dermatitis of types resulting in deformity (disorder)	exact-synonym
DOID:0050472	monilethrix	name
DOID:10138	xerophthalmia	name
DOID:10138	Conjunctival xerosis	exact-synonym
DOID:10138	xerophthalmus	exact-synonym
DOID:8442	paralytic ileus	name
DOID:8442	Paralysis of intestine or colon	exact-synonym
DOID:8442	Paralytic ileus	exact-synonym
DOID:8442	Paralytic ileus	exact-synonym
DOID:8442	Paralytic ileus (disorder)	exact-synonym
DOID:6854	ethmoid sinus ectopic meningioma	name
DOID:6854	primary Ectopic meningioma of ethmoidal sinus	exact-synonym
DOID:10140	dry eye syndrome	name
DOID:10140	Tear film insufficiency	exact-synonym
DOID:2682	intracystic papillary adenoma	name
DOID:2682	Intracystic papillary adenoma (morphologic abnormality)	exact-synonym
DOID:2682	Intracystic papilloma	exact-synonym
DOID:9206	Barrett's esophagus	name
DOID:9206	(ulcerative esophagitis) or (Barrett's esophagus)	exact-synonym
DOID:9206	Barrett esophagus	exact-synonym
DOID:9206	Barrett's esophagus (disorder)	exact-synonym
DOID:9206	Barrett's esophagus (disorder) [Ambiguous]	exact-synonym
DOID:9206	Barrett's esophagus with esophagitis (disorder)	exact-synonym
DOID:9206	Barrett's oesophagus	exact-synonym
DOID:9206	Barrett's ulcer of esophagus (disorder)	exact-synonym
DOID:9206	Barretts syndrome	exact-synonym
DOID:9206	CLE	exact-synonym
DOID:2300	spondylolysis	name
DOID:10548	cardia cancer	name
DOID:10548	Ca cardia - stomach	exact-synonym
DOID:10548	malignant neoplasm of cardia of stomach	exact-synonym
DOID:1803	neuritis	name
DOID:1803	peripheral neuritis (disorder)	exact-synonym
DOID:8440	ileus	name
DOID:8440	Ileus of intestine	exact-synonym
DOID:7046	cervical basaloid squamous cell carcinoma	name
DOID:1468	labyrinthitis	name
DOID:1468	Labyrinthitis (disorder)	exact-synonym
DOID:1468	Labyrinthitis NOS (disorder)	exact-synonym
DOID:1468	Labyrinthitis, unspecified	exact-synonym
DOID:1468	Unspecified labyrinthitis (disorder)	exact-synonym
DOID:0050475	Weill-Marchesani syndrome	name
DOID:0050475	congenital mesodermal dystrophy	exact-synonym
DOID:0050475	GEMSS syndrome	exact-synonym
DOID:0050475	Marchesani-Weill Syndrome	exact-synonym
DOID:0050475	Mesodermal Dysmorphodystrophy, Congenital	exact-synonym
DOID:0050475	Spherophakia Brachymorphia Syndrome	exact-synonym
DOID:8443	brachial plexus lesion	name
DOID:8443	Brachial plexus lesions	exact-synonym
DOID:8443	Brachial plexus lesions NOS (disorder)	exact-synonym
DOID:0080020	Jansen's metaphyseal chondrodysplasia	name
DOID:0080020	Jansen Disease	exact-synonym
DOID:0080020	Jansen metaphyseal chondrodysplasia	exact-synonym
DOID:0080020	Jansen Metaphyseal Dysostosis	exact-synonym
DOID:0080020	Murk Jansen Type Metaphyseal Chondrodysplasia	exact-synonym
DOID:2301	atrophy of prostate	name
DOID:2301	Atrophy of prostate (disorder)	exact-synonym
DOID:1827	idiopathic generalized epilepsy	name
DOID:1827	Generalised epilepsy	exact-synonym
DOID:7438	ovarian clear cell cystadenocarcinoma	name
DOID:6491	breast capillary hemangioma	name
DOID:6491	Capillary Angioma of breast	exact-synonym
DOID:0050476	Barth syndrome	name
DOID:0050476	3-methylglutaconicaciduria type 2	exact-synonym
DOID:0050476	3-methylglutaconicaciduria type II	exact-synonym
DOID:0050476	MGA Type 2	exact-synonym
DOID:0050476	MGA type II	exact-synonym
DOID:0050489	multinodular goiter	name
DOID:13866	multiple cranial nerve palsy	name
DOID:13866	Multiple cranial nerve palsies	exact-synonym
DOID:13866	Multiple cranial nerve palsies (disorder)	exact-synonym
DOID:13866	Multiple cranial nerve palsies NOS (disorder)	exact-synonym
DOID:13866	Multiple cranial nerve palsy (disorder)	exact-synonym
DOID:1811	reflex sympathetic dystrophy	name
DOID:0080032	craniodiaphyseal dysplasia	name
DOID:10376	amblyopia	name
DOID:14683	Binder syndrome	name
DOID:14683	binder type maxillonasal dysplasia	exact-synonym
DOID:1680	chronic cystitis	name
DOID:13736	uterine inflammatory disease	name
DOID:13736	Inflammatory disease of the uterus (disorder)	exact-synonym
DOID:13736	Unspecified inflammatory disease of uterus	exact-synonym
DOID:13736	Unspecified uterine inflammatory disease (disorder)	exact-synonym
DOID:13736	Unspecified uterine inflammatory disease NOS (disorder)	exact-synonym
DOID:3541	cerebral ventricle cancer	name
DOID:3541	cerebral ventricle neoplasm	exact-synonym
DOID:3541	Intraventricular tumor of brain	exact-synonym
DOID:705	leber hereditary optic neuropathy	name
DOID:705	Leber's hereditary optic neuropathy	exact-synonym
DOID:705	Leber's hereditary optic neuropathy	exact-synonym
DOID:705	Leber's hereditary optic neuropathy	exact-synonym
DOID:705	Leber's optic atrophy	exact-synonym
DOID:705	Leber's optic atrophy (disorder)	exact-synonym
DOID:705	optic atrophy, Leber's	exact-synonym
DOID:11917	tinea cruris	name
DOID:11917	(Dermatophytosis of groin & perianal area) or (Dhobie itch) or (tinea cruris)	exact-synonym
DOID:11917	Dermatophytosis of Groin and Perianal Area	exact-synonym
DOID:11917	Dermatophytosis of groin and perianal area (disorder)	exact-synonym
DOID:11917	Dermatophytosis of groin and perianal area NOS (disorder)	exact-synonym
DOID:4636	submandibular adenitis	name
DOID:4636	Submandibular Lymphadenitis	exact-synonym
DOID:4636	Submandibular lymphadenitis (disorder)	exact-synonym
DOID:10378	disuse amblyopia	name
DOID:10378	Deprivation amblyopia	exact-synonym
DOID:10378	Deprivation amblyopia (disorder) [Ambiguous]	exact-synonym
DOID:10153	ileum cancer	name
DOID:10153	ileal neoplasm	exact-synonym
DOID:10153	malignant neoplasm of ileum	exact-synonym
DOID:0060304	dyschromatosis universalis hereditaria	name
DOID:3861	medullomyoblastoma	name
DOID:3861	Medullomyoblastoma (morphologic abnormality)	exact-synonym
DOID:0060317	lung abscess	name
DOID:10377	ametropic amblyopia	name
DOID:10377	Refractive amblyopia	exact-synonym
DOID:10377	Refractive amblyopia (disorder)	exact-synonym
DOID:104	bacterial infectious disease	name
DOID:8454	ariboflavinosis	name
DOID:8454	vitamin B2 deficiency	exact-synonym
DOID:7049	basaloid squamous cell skin carcinoma	name
DOID:7049	skin Basaloid squamous cell carcinoma	exact-synonym
DOID:9786	bulbar polio	name
DOID:9786	bulbar poliomyelitis	exact-synonym
DOID:0050488	early congenital syphilis	name
DOID:4450	renal cell carcinoma	name
DOID:4450	adenocarcinoma of kidney	exact-synonym
DOID:4450	hypernephroma (disorder)	exact-synonym
DOID:4450	RCC	exact-synonym
DOID:13757	excessive tearing	name
DOID:13757	(lacrimal disorder NOS) or (epiphora)	exact-synonym
DOID:13757	(lacrimal disorder NOS) or (epiphora)	exact-synonym
DOID:13757	Epiphora	exact-synonym
DOID:13757	Epiphora NOS (disorder)	exact-synonym
DOID:13757	Epiphora, unspecified as to cause	exact-synonym
DOID:13757	Excessive tear production (disorder)	exact-synonym
DOID:13757	Has watering eyes	exact-synonym
DOID:13757	Has watering eyes	exact-synonym
DOID:13757	Has watering eyes (finding)	exact-synonym
DOID:13757	Watering eye	exact-synonym
DOID:1825	childhood absence epilepsy	name
DOID:1825	absence seizure	related-synonym
DOID:1825	petit mal seizure	exact-synonym
DOID:1825	pyknolepsy	exact-synonym
DOID:229	female reproductive system disease	name
DOID:10908	hydrocephalus	name
DOID:10908	hydrocephalus, nonsyndromic, autosomal recessive	exact-synonym
DOID:10908	hydrocephalus, X-linked	exact-synonym
DOID:14695	galactokinase deficiency	name
DOID:14695	Galactosemia II	exact-synonym
DOID:3950	adrenal carcinoma	name
DOID:3950	carcinoma of the Adrenal gland	exact-synonym
DOID:14687	diastrophic dysplasia	name
DOID:3865	adult central nervous system primitive neuroectodermal neoplasm	name
DOID:3865	adult CNS PNET	exact-synonym
DOID:0050481	endemic typhus	name
DOID:0050481	cat flea rickettsiosis	exact-synonym
DOID:0050481	fleaborne typhus	exact-synonym
DOID:0050481	murine typhus	exact-synonym
DOID:0050481	Rat-Flea Typhus	exact-synonym
DOID:0050481	Rickettsia felis spotted fever	exact-synonym
DOID:0050481	Shop typhus	related-synonym
DOID:0050481	toulon typhus	exact-synonym
DOID:0050481	urban typhus	exact-synonym
DOID:0050481	Urban Typhus of Malaya	exact-synonym
DOID:6856	pineal region teratoma	name
DOID:6856	teratoma of Pineal Area	exact-synonym
DOID:1835	mononeuritis multiplex	name
DOID:1835	Mononeuritis multiplex	exact-synonym
DOID:1835	Mononeuritis multiplex (disorder)	exact-synonym
DOID:11868	chronic erythremia	name
DOID:9432	renal glycosuria	name
DOID:9432	renal diabetes	exact-synonym
DOID:2345	plasma protein metabolism disease	name
DOID:5638	malignant giant cell tumor of soft parts	name
DOID:5638	malignant Giant cell neoplasm of soft Parts	exact-synonym
DOID:5638	malignant giant cell tumor of soft parts (morphologic abnormality)	exact-synonym
DOID:0050486	exanthem	name
DOID:0050486	exanthema	exact-synonym
DOID:0050486	Rash	exact-synonym
DOID:4148	gastrointestinal neuroendocrine benign tumor	name
DOID:14495	dumping syndrome	name
DOID:14495	Dumping (jejunal) syndrome	exact-synonym
DOID:14495	Jejunal syndrome	exact-synonym
DOID:1039	prolymphocytic leukemia	name
DOID:9724	purulent endophthalmitis	name
DOID:10155	intestinal cancer	name
DOID:10155	malignant intestinal tumors	exact-synonym
DOID:10155	malignant neoplasm of intestine	exact-synonym
DOID:627	severe combined immunodeficiency	name
DOID:627	combined T and B cell inborn immunodeficiency	exact-synonym
DOID:627	SCID	exact-synonym
DOID:627	SCID	exact-synonym
DOID:627	Severe combined immunodeficiency	exact-synonym
DOID:627	Severe combined immunodeficiency disease (disorder)	exact-synonym
DOID:6037	spindle cell intraocular melanoma	name
DOID:6037	Uveal spindle cell melanoma	exact-synonym
DOID:1837	diabetic ketoacidosis	name
DOID:1837	DIABETES MELLITUS, KETOSIS-PRONE	exact-synonym
DOID:1837	ketosis-prone diabetes mellitus	exact-synonym
DOID:11871	macular keratitis	name
DOID:11871	Macular keratitis (disorder)	exact-synonym
DOID:11871	Macular keratitis NOS (disorder)	exact-synonym
DOID:11269	chronic apical periodontitis	name
DOID:11269	chronic apical periodontitis (disorder)	exact-synonym
DOID:11269	chronic apical periodontitis NOS (disorder)	exact-synonym
DOID:14693	Clouston syndrome	name
DOID:14693	Clouston's hidrotic ectodermal dysplasia 	exact-synonym
DOID:14693	Clouston's syndrome	exact-synonym
DOID:14693	hidrotic ectodermal dysplasia	exact-synonym
DOID:14693	Hidrotic ectodermal dysplasia syndrome (disorder)	exact-synonym
DOID:12328	marasmus	name
DOID:12328	Nutritional atrophy	exact-synonym
DOID:12328	Nutritional marasmus	exact-synonym
DOID:12328	Nutritional marasmus	exact-synonym
DOID:12328	Nutritional marasmus (disorder)	exact-synonym
DOID:1829	urethral stricture	name
DOID:0050485	sennetsu fever	name
DOID:0050485	Sennetsu ehrlichiosis	exact-synonym
DOID:1677	low implantation of placenta	name
DOID:3870	childhood central nervous system primitive neuroectodermal neoplasm	name
DOID:3870	pediatric CNS PNET	exact-synonym
DOID:8295	scabies	name
DOID:8295	Infestation by Sarcoptes scabiei	exact-synonym
DOID:8295	Infestation by Sarcoptes scabiei var hominis	exact-synonym
DOID:8295	Sarcoptic itch	exact-synonym
DOID:10383	amyotrophic neuralgia	name
DOID:10383	neuralgic amyotrophy	exact-synonym
DOID:10383	neuralgic amyotrophy	exact-synonym
DOID:10383	neuralgic amyotrophy	exact-synonym
DOID:10383	neuralgic amyotrophy (disorder)	exact-synonym
DOID:3873	nodular medulloblastoma	name
DOID:0050167	autoimmune polyendocrine syndrome type 1	name
DOID:0050167	autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy	exact-synonym
DOID:0050167	Autoimmune Polyglandular Syndrome I	exact-synonym
DOID:0050167	Whitaker syndrom	exact-synonym
DOID:10393	secondary hypertrophic osteoarthropathy	name
DOID:10393	Bamberger-Marie disease	exact-synonym
DOID:10393	HPOA - hypertrophic pulmonary osteoarthropathy	exact-synonym
DOID:10393	hypertrophic pulmonary osteoarthropathy	exact-synonym
DOID:10393	hypertrophic pulmonary osteoarthropathy (disorder)	exact-synonym
DOID:10393	hypertrophic pulmonary osteoarthropathy (disorder) [Ambiguous]	exact-synonym
DOID:10393	Marie Bamberger disease	exact-synonym
