disease_id	name	description
DOID:0050424	familial adenomatous polyposis	An autosomal dominant disease that is caused by mutations in the APC gene and involves formation of numerous polyps in the epithelium of the large intestine which are initially benign and later transform into colon cancer.
DOID:0050425	restless legs syndrome	A central nervous system disease characterized by throbbing, pulling creeping or other unpleasant sensations in the legs and the irresistible urge to move them.
DOID:0050426	Stevens-Johnson syndrome	
DOID:0050427	xeroderma pigmentosum	An autosomal recessive disease that is characterized by a deficiency in the ability to repair ultraviolet damage that has_material_basis_in autosomal recessive inheritance of DNA repair.
DOID:0050428	nonepidermolytic palmoplantar keratoderma	A palmoplantar keratosis characterized by a well-demarcated, symmetric keratoderma located_in palms and located_in soles.
DOID:0050429	Hailey-Hailey disease	
DOID:0050430	multiple endocrine neoplasia type 2A	An autosomal dominant disease characterized by medullary carcinoma of the thyroid, pheochromocytoma, hyperparathyroidism, and occasionally cutaneous lichen amyloidosis.
DOID:0050431	arrhythmogenic right ventricular cardiomyopathy	An intrinsic cardiomyopathy that is characterized by hypokinetic areas involving the free wall of the right ventricle, with fibrofatty replacement of the right ventricular myocardium, with associated arrhythmias originating in the right ventricle.
DOID:0050432	Asperger syndrome	An autism spectrum disorder that is characterized by significant difficulties in social interaction, along with restricted and repetitive patterns of behavior and interests. It differs from other autism spectrum disorders by its relative preservation of linguistic and cognitive development.
DOID:0050433	fatal familial insomnia	
DOID:0050434	Andersen-Tawil syndrome	A long QY syndrome that has_material_basis_in autosomal dominant inheritance of a mutation in the KCNJ2 gene which disrupts the rhythm of the heart's lower chambers (ventricular arrhythmia) and results_in an unusually small lower jaw (micrognathia), low-set ears, and an abnormal curvature of the fingers called clinodactyly.
DOID:0050436	mulibrey nanism	
DOID:0050437	Danon disease	
DOID:0050438	Frasier syndrome	
DOID:0050439	Usher syndrome	A syndrome characterized by a combination of hearing loss and visual impairment.
DOID:0050440	familial partial lipodystrophy	A lipodystrophy characterized by abnormal subcutaneous adipose tissue distribution beginning in late childhood or early adult life.
DOID:0050441	mucosulfatidosis	
DOID:0050444	infantile refsum disease	
DOID:0050445	X-linked hypophosphatemia	A metal metabolism disorder that results from the inactivation of hormone-like substances (phosphatonins) that promote phosphate excretion which has_material_basis_in a X-linked mutation in the PHEX gene.
DOID:0050448	hereditary mucosal leukokeratosis	A skin disease characterized by a defect in the normal process of keratinization of the mucosa.
DOID:0050449	pachyonychia congenita	
DOID:0050450	Gitelman syndrome	
DOID:0050451	Brugada syndrome	A heart conduction disease that is characterized by abnormal electrocardiogram (ECG) findings and an increased risk of sudden cardiac death.
DOID:0050452	mevalonic aciduria	
DOID:0050453	lissencephaly	A congenital nervous system abnormality characterized by the absence of folds in the cerebral cortex and caused_by defective neuronal migration during the 12th to 24th weeks of gestation.
DOID:0050454	periventricular nodular heterotopia	A congenital nervous system abnormality characterized by non proper migration of neurons during the early development of the fetal brain.
DOID:0050456	Buruli ulcer disease	A primary bacterial infectious disease that results_in infection located_in skin or located_in subcutaneous tissue, has_material_basis_in Mycobacterium ulcerans, which could be transmitted_by insects. The bacterium produces a toxin, named mycolactone, which causes subcutaneous fat necrosis and inhibits an immune response. The infection has_symptom nodule, which is a painless, mobile swelling in the skin.
DOID:0050457	Sertoli cell-only syndrome	
DOID:0050458	juvenile myelomonocytic leukemia	
DOID:0050459	hyperphosphatemia	
DOID:0050460	Wolf-Hirschhorn syndrome	
DOID:0050461	aspartylglucosaminuria	
DOID:0050462	Antley-Bixler syndrome	An autosomal recessive disease that is characterized at birth or prenatally by malformations and deformities affecting the majority of the skeleton and other areas of the body with autosomal recessive inheritance of the FGFR2 gene.
DOID:0050463	campomelic dysplasia	An osteochondrodysplasia that has_material_basis_in a mutation in chromosome 17 which results_in bowing in the located_in tibia or located_in femur.
DOID:0050464	Farber lipogranulomatosis	
DOID:0050465	Muir-Torre syndrome	
DOID:0050466	Loeys-Dietz syndrome	
DOID:0050467	erythrokeratodermia variabilis	
DOID:0050468	yellow nail syndrome	A syndrome that is characterized by an accumulation of protein-rich fluid (lymph) in the soft layers of tissue under the skin resulting in pleural effusions, lymphedema (due to lymphatic hypoplasia) and yellow dystrophic nails hat lack a cuticle, grow slowly, and are loose or detached.
DOID:0050469	Costello syndrome	
DOID:0050470	Donohue Syndrome	
DOID:0050471	Carney complex	An autosomal dominant disease characterized by myxomas, spotty pigmentation of the skin and endocrine overactivity.
DOID:0050472	monilethrix	
DOID:0050473	Alstrom syndrome	An autosomal recessive disease that is characterized by multiorgan dysfunction. The key features are childhood obesity, blindness due to congenital retinal dystrophy, and sensorineural hearing loss with autosomal recessive inheritance and has_material_basis_in mutations in the ALMS1 gene.
DOID:0050474	Netherton syndrome	
DOID:0050475	Weill-Marchesani syndrome	An autosomal genetic disease characterized by short stature, bachycephaly and other facial abnormalities, brachydactyly, joint stiffness and distinctive ocular abnormalities.
DOID:0050476	Barth syndrome	A lipid metabolism disorder that has_material_basis_in X-linked inheritance of the tafazzin gene and is characterized by decreased production of an enzyme required to produce cardiolipin.
DOID:0050477	Liddle syndrome	
DOID:0050480	epidemic typhus	A typhus that has_material_basis_in Rickettsia prowazekii, which is transmitted_by human body louse (Pediculus humanus corporis). The infection has_symptom high fever, has_symptom cough, has_symptom rash, has_symptom severe muscle pain, has_symptom chills, has_symptom falling blood pressure, has_symptom stupor, has_symptom sensitivity to light, and has_symptom delirium.
DOID:0050481	endemic typhus	A typhus that has_material_basis_in Rickettsia typhi or has_material_basis_in Rickettsia felis, which are transmitted_by fleas (Xenopsylla cheopis). The infection has_symptom headache, has_symptom fever, has_symptom chills, has_symptom myalgia, has_symptom nausea, has_symptom vomiting, has_symptom cough and has_symptom rash.
DOID:0050484	aneruptive fever	A spotted fever that has_material_basis_in Rickettsia helvetica, which is transmitted_by ticks (Ixodes sp). The infection has_symptom fever, has_symptom headache, has_symptom myalgia.
DOID:0050485	sennetsu fever	A primary bacterial infectious disease that results_in infection, has_material_basis_in Neorickettsia sennetsu, which is transmitted_by ingestion of raw or under-cooked gray mullet fish infected with the trematodes. The infection has_symptom fever, has_symptom malaise, has_symptom anorexia, has_symptom lymphadenopathy, has_symptom hepatosplenomegaly, has_symptom fatigue, has_symptom chills, has_symptom headache, has_symptom backache and has_symptom myalgia.
DOID:0050486	exanthem	
DOID:0050487	bacterial exanthem	
DOID:0050488	early congenital syphilis	A congenital syphilis that is manifested during the first 3 months of life. The infection has_symptom skin lesions, has_symptom lymphadenopathy, has_symptom hepatosplenomegaly, has_symptom failure to thrive, has_symptom blood-stained nasal discharge, has_symptom perioral fissures, has_symptom meningitis, has_symptom choroiditis, has_symptom hydrocephalus, has_symptom seizures, has_symptom intellectual disability, has_symptom osteochondritis, and has_symptom pseudoparalysis.
DOID:0050489	multinodular goiter	A goiter characterized by a multinodular enlargement of the thyroid gland.
DOID:0050490	parenchymatous neurosyphilis	A tertiary neurosyphilis that results when chronic meningoencephalitis causes destruction of cortical parenchyma. The infection has_symptom irritability, has_symptom difficulty concentrating, has_symptom deterioration of memory, has_symptom defective judgment, has_symptom headaches, has_symptom insomnia, has_symptom fatigue, and has_symptom lethargy.
